Claim_ID,Contact_ID,Customer_ID,State,Region,Reserve_Amount,Loss_Date,Reported_Date,First_Contact_Date,Closed_Date,Days_To_First_Contact,Cycle_Time_Days,Inbound_Calls,Avg_Hold_Time_,Transfer_Count,Documentation_Error,Escalated,Claim_Complexity,Adjuster_ID,Adjuster_Level,Team,Quality_Score,Customer_Satisfaction_Score
CLM-2025-02455,CNT-102455,CUST-82397,TX,South Central,"$1,387.26 ",5/10/2025,5/10/2025,5/13/2025,5/28/2025,3,18,6,5.60,0,Yes,No,Low,ADJ-1009,Trainee,Team Team West,84,5.5
CLM-2025-02456,CNT-102456,CUST-87445,AZ,Southwest,"$1,367.78 ",6/23/2025,6/24/2025,6/25/2025,6/25/2025,1,1,1,3.46,0,Yes,No,Low,ADJ-1034,Standard,Team SouthTeam West,84.8,6.4
CLM-2025-02457,CNT-102457,CUST-40448,CA,West,"$52,268.18 ",3/2/2025,3/5/2025,3/7/2025,5/1/2025,2,57,7,4.01,0,No,No,High,ADJ-1063,Senior,Team Gamma,94.5,6.4
CLM-2025-02458,CNT-102458,CUST-95261,AZ,Southwest,"$11,799.88 ",12/10/2025,12/13/2025,12/14/2025,1/13/2026,1,31,4,5.35,1,No,No,High,ADJ-1019,Trainee,Team Gamma,92.9,8.1
CLM-2025-01239,CNT-101239,CUST-77979,GA,Southeast,"$72,961.52 ",1/6/2025,N/A,1/7/2025,3/10/2025,1,63,6,3.06,0,No,No,Medium,ADJ-1001,Senior,Team Beta,93.5,5.8
CLM-2025-02460,CNT-102460,CUST-79699,WA,West,"$5,671.83 ",10/24/2025,10/24/2025,10/26/2025,11/11/2025,2,18,5,5.21,1,No,No,Medium,ADJ-1024,Trainee,Team Team Alpha,91.8,5.3
CLM-2025-02461,CNT-102461,CUST-57025,CO,Mountain,"$1,920.27 ",3/6/2025,3/7/2025,3/7/2025,3/9/2025,0,2,2,2.14,0,No,No,Low,ADJ-1049,Senior,Team SouthTeam West,93.2,6.9
CLM-2025-02462,CNT-102462,CUST-82286,AZ,Southwest,"$14,258.00 ",5/29/2025,6/2/2025,6/4/2025,7/14/2025,2,42,,2.71,0,No,No,Medium,ADJ-1067,Senior,Team SouthTeam West,88.7,6.2
CLM-2025-02463,CNT-102463,CUST-40288,CA,West,"$6,350.95 ",8/11/2025,8/15/2025,8/18/2025,9/21/2025,3,-37,2,5.14,3,No,No,High,ADJ-1074,Senior,Team Team Alpha,98.8,4.8
CLM-2025-02464,CNT-102464,CUST-23688,CA,West,"$4,724.09 ",12/3/2025,12/3/2025,12/7/2025,12/28/2025,4,25,5,3.98,1,No,No, Low ,ADJ-1046,Senior,Team Team West,92.1,5.9
CLM-2025-02465,CNT-102465,CUST-88316,CA,West,"$51,766.31 ",10/8/2025,10/9/2025,10/11/2025,12/31/2025,2,83,11,5.30,2,No,No,High,ADJ-1039,Senior,Team Team Central,92.4,6
CLM-2025-02466,CNT-102466,CUST-16699,CA,West,"$22,158.26 ",4/27/2025,,5/4/2025,6/8/2025,2,37,5,4.38,1,No,No,Medium,ADJ-1065,Standard,Team Echo,91.2,5.3
CLM-2025-02467,CNT-102467,CUST-33624,IL,Midwest,"$7,600.97 ",6/4/2025,6/4/2025,6/5/2025,7/4/2025,1,,1,2.31,0,No,Yes,Medium,ADJ-1055,,Team Team Central,96.6,7.1
CLM-2025-02468,CNT-102468,CUST-94198,NM,Southwest,,10/20/2025,,10/22/2025,11/12/2025,2,23,3,3.54,0,Yes,No,Low,ADJ-1050,Senior,Team Gamma,89.2,N/A
CLM-2025-02469,CNT-102469,CUST-97982,NV,Southwest,"$1,637.57 ",7/10/2025,7/10/2025,7/10/2025,7/16/2025,0,6,2,2.41,0,No,No,Low,ADJ-1032,Trainee,Team Team West,95.9,8.8
CLM-2025-02470,CNT-102470,CUST-92705,GA,Southeast,"$3,866.29 ",11/16/2025,11/19/2025,11/19/2025,12/18/2025,0,29,5,4.28,2,No,No,Medium,ADJ-1060,Specialist,Team Echo,94.6,6.9
CLM-2025-02471,CNT-102471,CUST-82331,CA,West,"$17,325.78 ",10/2/2025,10/3/2025,10/4/2025,11/10/2025,1,38,6,3.85,2,No,No,Medium,ADJ-1007,Senior,Team Beta,100,6.5
CLM-2025-02472,CNT-102472,CUST-51985,AZ,Southwest,$934.66 ,8/2/2025,8/5/2025,8/5/2025,8/13/2025,0,8,4,1.72,1,No,No,Medium,ADJ-1067,Specialist,Team Team West,97.7,7.3
CLM-2025-02473,,CUST-82754,TX,South Central,"$1,133.59 ",12/23/2025,12/25/2025,12/27/2025,1/19/2026,2,25,N/A,5.96,0,No,No,Low,ADJ-1032,Standard,Team Team Central,91.7,4.7
CLM-2025-02474,CNT-102474,CUST-51507,CO,Mountain,"$1,178.18 ",3/27/2025,3/27/2025,3/27/2025,3/28/2025,0,1,2,2.52,0,No,Yes,Low,ADJ-1021,Standard,Team Gamma,88.5,6
CLM-2025-02475,CNT-102475,CUST-64236,CA,West,"$5,891.07 ",12/11/2025,12/12/2025,12/14/2025,1/13/2026,2,32,4,4.52,0,No,No,Medium,ADJ-1078,Specialist,Team Team West,96.3,6
CLM-2025-02476,CNT-102476,CUST-72137,CA,West,N/A,11/14/2025,11/18/2025,11/20/2025,12/13/2025,2,N/A,4,3.07,1,No,No,Medium,ADJ-1073,Senior,Team Beta,85.1,7.2
CLM-2025-02477,CNT-102477,CUST-39079,AZ,Southwest,"$6,956.54 ",8/19/2025,8/22/2025,8/24/2025,9/6/2025,2,15,3,2.47,0, no ,No,Low,ADJ-1077,Senior,Team Delta,92.2,N/A
CLM-2025-02478,CNT-102478,CUST-58998,UT,Mountain,"$9,162.84 ",12/9/2025,12/9/2025,12/11/2025,1/30/2026,2,52,6,3.94,2,No,No,High,ADJ-1079,Standard,Team SouthTeam West,92.8,5.6
CLM-2025-02479,CNT-102479,CUST-71118,TX,South Central,"$17,897.03 ",9/21/2025,9/21/2025,9/24/2025,11/9/2025,3,49,6,5.56,1,No,Yes,High,ADJ-1034,Senior,Team SouthTeam West,87.8,3.9
CLM-2025-02480,CNT-102480,CUST-53232,TX,South Central,"$28,693.53 ",10/1/2025,10/1/2025,10/4/2025,12/10/2025,3,70,N/A,6.87,3,No,Yes,High,ADJ-1070,Senior,Team Beta,83.5,3
CLM-2025-02481,CNT-102481,CUST-74927,IL,Midwest,$912.52 ,5/21/2025,5/21/2025,5/22/2025,5/27/2025,1,6,1,1.72,0,No,,Low,ADJ-1038,Senior,Team Team Alpha,90.7,7.2
CLM-2025-02482,CNT-102482,CUST-36464,NM,Southwest,"$2,156.75 ",12/24/2025,12/25/2025,12/27/2025,13/32/2025,2,17,3,3.00,1,No,No,High,ADJ-1046,Senior,Team Gamma,91.1,5.8
CLM-2025-02483,CNT-102483,CUST-54730,FL,Southeast,"$2,898.16 ",4/4/2025,4/4/2025,4/5/2025,4/18/2025,1,14 days,3,2.37,1,No,No,Medium,ADJ-1035,Senior,Team Delta,92.2,7.3
CLM-2025-02484,CNT-102484,CUST-62200,AZ,Southwest,$536.03 ,3/30/2025,4/1/2025,4/1/2025,4/15/2025,0,4,3,2.73,0,No,No,Medium,ADJ-1061,Senior,Team Echo,95.8,7.3
CLM-2025-02485,CNT-102485,CUST-51021,IL,Midwest,"$7,736.35 ",4/23/2025,,4/24/2025,5/12/2025,1,19,1,0.20,0,No,No,Low,ADJ-1004,Senior,Team Team Central,85.2,8.6
CLM-2025-02486,CNT-102486,CUST-86344,CA,West,"$2,386.35 ",12/22/2025,12/26/2025,12/28/2025,1/5/2026,2,10,4,5.00,0,No,,Low,ADJ-1034,Senior,Team Beta,93.6,5
CLM-2025-02487,CNT-102487,CUST-52267,NM,Southwest,"$2,521.35 ",11/10/2025,11/12/2025,11/14/2025,12/22/2025,-2,40,3,3.50,0,No,No,Medium,ADJ-1031,Senior,Team SouthTeam West,95.8,7.1
CLM-2025-02488,CNT-102488,CUST-67875,TX,South Central,"$4,276.34 ",7/17/2025,7/19/2025,7/20/2025,7/27/2025,1,8,2,3.22,1,No,No,Low,,Trainee,Team Team Alpha,94.3,6.9
CLM-2025-02489,CNT-102489,CUST-42332,AZ,Southwest,"$24,546.65 ",12/12/2025,12/14/2025,12/15/2025,1/15/2026,1,32,6,4.23,0,No,No,Low,ADJ-1061,Senior,Team Echo,92,6.9
CLM-2025-01894,CNT-102490,CUST-69419,CA,West,"$1,976.33 ",3/21/2025,3/23/2025,3/27/2025,4/21/2025,4,29,3,3.75,0,Yes,No,High,ADJ-1038,Senior,Team Team West,85.3,5.7
CLM-2025-02491,CNT-102491,CUST-93900,CO,Mountain,"$2,401.10 ",11/25/2025,11/29/2025,11/30/2025,12/8/2025,1,9,3,2.85,2,No,No,High,ADJ-1074,Senior,Team Team Central,96.2,8.3
CLM-2025-02492,CNT-102492,CUST-51309,FL,Southeast,"$5,193.09 ",3/13/2025,3/19/2025,,4/26/2025,3,38,5,4.77,,No,No,High,ADJ-1037,Standard,Team Team West,87,5.3
CLM-2025-02493,CNT-102493,CUST-58748,CA,West,"$1,857.85 ",12/21/2025,12/21/2025,12/25/2025,1/8/2026,4,18,5,4.21,0,No,No,Medium,ADJ-1079,Senior,Team SouthTeam West,95.6,4.2
CLM-2025-02494,CNT-102494,CUST-25238,AZ,Southwest,"$21,408.89 ",3/7/2025,3/11/2025,3/12/2025,4/22/2025,1,42,4,2.36,0,No,No,Medium,ADJ-1080,Senior,Team SouthTeam West,98.5,6.6
CLM-2025-02495,CNT-102495,CUST-51987,IL,Midwest,"$3,342.10 ",8/3/2025,8/3/2025,8/4/2025,,1,26,6,2.47,0,No,No,Medium,ADJ-1043,Senior,Team Team Central,99.5,8.2
CLM-2025-02496,CNT-102496,CUST-97407,AZ,Southwest,$973.06 ,6/5/2025,6/7/2025,6/10/2025,6/22/2025,3,-15,4,2.74,2,No,No,High,ADJ-1052,Senior,Team Team Alpha,94.2,6.7
CLM-2025-02497,CNT-102497,CUST-40326,GA,Southeast,"$14,931.16 ",8/19/2025,8/22/2025,8/24/2025,10/1/2025,2,40,4,4.00,0,No,Yes,Medium,ADJ-1072,Standard,Team Team Alpha,92.7,6.2
CLM-2025-02498,CNT-102498,CUST-92836,NV,Southwest,"$21,287.45 ",3/11/2025,3/11/2025,3/12/2025,4/14/2025,1,34,4,2.63,1,No,No,Low,ADJ-1028,Standard,Team Echo,94.4,7
CLM-2025-02499,CNT-102499,CUST-13527,AR,Southwest,"$1,167.24 ",1/23/2025,,1/24/2025,2/20/2025,0,27,5,4.58,0,No,Yes,High,ADJ-1047,Senior,Team Gamma,89.5,6.2
CLM-2025-02500,CNT-102500,CUST-19879,IL,Midwest,"$3,878.91 ",8/27/2025,8/27/2025,8/27/2025,9/6/2025,0,10,3,1.91,0,No,No,,ADJ-1002,Standard,Team Echo,97.9,6.6
CLM-2025-02501,CNT-102501,CUST-97869,CA,Unknown,"$6,874.46 ",6/16/2025,6/19/2025,6/21/2025,7/12/2025,2,23,3,4.50,0,No,No,Medium,ADJ-1069,Trainee,Team Echo,95.2,6
CLM-2025-02502,CNT-102502,CUST-11843,CA,West,"$14,746.19 ",12/24/2025,12/26/2025,12/30/2025,2/8/2026,4,44,6,4.42,2,No,No,High,ADJ-1047,Standard,Team Gamma,90.1,4.2
CLM-2025-02503,CNT-102503,CUST-31888,FL,Southeast,"$5,264.49 ",2/11/2025,2/11/2025,2/14/2025,3/19/2025,3,36,5,2.90,,,Yes,High,ADJ-1067,Standard,Team Echo,81.6,5.7
CLM-2025-02504,CNT-102504,CUST-80454,NM,Southwest,"$1,986.65 ",,2/18/2025,,2/26/2025,0,8,,2.95,0,No,No,Low,ADJ-1020,Senior,Team Delta,90.2,6.4
CLM-2025-02505,CNT-102505,CUST-16731,TX,South Central,"$7,890.03 ",2/26/2025,3/2/2025,3/3/2025,4/9/2025,1,38,4,4.61,2,No,No,High,ADJ-1013,Senior,Team Gamma,94.1,5.4
CLM-2025-02506,CNT-102506,CUST-60593,UT,Mountain,$960.49 ,5/16/2025,5/16/2025,5/18/2025,6/3/2025,2,18,2,2.26,0,No,No,Medium,ADJ-1070,Specialist,Team Team West,92.6,8
CLM-2025-02507,CNT-102507,CUST-97277,NV,Southwest,"$5,245.31 ",6/10/2025,6/11/2025,6/12/2025,7/7/2025,1,26,4,3.23,0,Yes,No,Low,ADJ-1026,Senior,Team Delta,86.3,5.9
CLM-2025-02508,CNT-102508,CUST-29151,FL,Southeast,"$5,564.89 ",11/17/2025,11/20/2025,11/21/2025,12/14/2025,1,24,3,3.22,1,No,No,High,ADJ-1030,Standard,Team Central,92.4,6.2
CLM-2025-02509,CNT-102509,CUST-45617,CO,Mountain,$753.33 ,2/26/2025,3/1/2025,3/2/2025,3/4/2025,1,3,1,0.48,1,No,No,Medium,ADJ-1061,Senior,Team Team Central,93.7,9
CLM-2025-02510,CNT-102510,CUST-22687,UT,Mountain,"$7,132.09 ",3/10/2025,13/32/2025,3/18/2025,4/20/2025,2,35,5,3.67,0,No,No,Low,ADJ-1026,Standard,Team Team Alpha,95.1,6.4
CLM-2025-02511,CNT-102511,CUST-68266,IL,Midwest,"$2,480.39 ",12/2/2025,12/5/2025,N/A,12/7/2025,2,2,2,2.71,0,No,No,Medium,ADJ-1073,Trainee,Team SouthTeam West,100,7.5
CLM-2025-02512,CNT-102512,CUST-20527,CA,West,"$7,802.71 ",11/30/2025,12/1/2025,12/5/2025,N/A,4,26,2,2.89,0,No,No,Medium,ADJ-1037,Senior,Team Gamma,90,6.6
CLM-2025-02513,CNT-102513,UNKNOWN,FL,Southeast,"$4,781.64 ",5/27/2025,5/31/2025,5/31/2025,6/16/2025,0,16,3,2.96,0,No,No,Medium,ADJ-1039,Standard,Team Team Central,97.9,8.1
CLM-2025-02514,CNT-102514,CUST-79327,IL,Midwest,"$2,411.87 ",1/1/2025,1/1/2025,1/3/2025,1/19/2025,2 days,18,1,1.63,0,No,No,Medium,ADJ-1072,Standard,Team Team West,96.9,7.2
CLM-2025-02515,CNT-102515,CUST-62035,NV,Southwest,"$1,795.35 ",4/22/2025,4/26/2025,4/28/2025,5/8/2025,2,12,4,4.31,0,No,No,Low,ADJ-1041,,Team Gamma,87.7,6.2
CLM-2025-02516,CNT-102516,CUST-78531,TX,South Central,"$2,194.67 ",8/28/2025,9/1/2025,9/3/2025,9/8/2025,2,7,3,5.43,2,No,No, Medium ,ADJ-1028,Senior,Team Delta,91.8,7.1
CLM-2025-02517,CNT-102517,CUST-16458,GA,Southeast,"$2,387.04 ",,5/3/2025,5/4/2025,5/18/2025,1,15,3,3.29,0,No,No,Medium,ADJ-1023,Standard,Team Gamma,,8.3
CLM-2025-02518,CNT-102518,CUST-18105,CA,West,"$1,201.00 ",5/1/2025,5/3/2025,5/7/2025,5/19/2025,4,16,5,3.79,0,No,No,Medium,ADJ-1054,Senior,Team Team Alpha,90.5,6.8
CLM-2025-02519,CNT-102519,CUST-10894,NM,Southwest,"$8,161.31 ",1/18/2025,1/20/2025,1/20/2025,2/28/2025,0,39,4,4.15,0,,No,Medium,ADJ-1070,Trainee,Team Team West,91.7,5
CLM-2025-02520,CNT-102520,CUST-25541,AZ,Southwest,"$6,218.88 ",5/19/2025,5/20/2025,5/21/2025,6/21/2025,1,N/A,5,3.05,0,No,No,Medium,ADJ-1021,Standard,Team Team West,92.4,7.2
CLM-2025-02521,CNT-102521,CUST-60510,CA,West,"$17,730.98 ",12/30/2025,12/30/2025,12/31/2025,2/23/2026,1,55,7,3.36,0,No,No,Medium,ADJ-1078,Trainee,Team Team Alpha,100,6.1
CLM-2025-02522,CNT-102522,CUST-74457,TX,South Central,"$4,265.06 ",12/27/2025,1/1/2026,1/2/2026,1/25/2026,1,24,3,3.30,1,No,No,Low,ADJ-1026,Specialist,Team Beta,90.6,7
CLM-2025-02523,CNT-102523,CUST-59733,TX,South Central,"$1,953.61 ",8/14/2025,8/14/2025,8/17/2025,8/23/2025,3,9,3,3.15,0,No,No,Low,ADJ-1062,Senior,Team Team Central,87,N/A
CLM-2025-02524,CNT-102524,CUST-95803,TX,South Central,"$1,513.38 ",8/10/2025,8/11/2025,8/14/2025,8/27/2025,3,16,4,5.35,0,Yes,,Medium,ADJ-1004,Specialist,Team Echo,79.5,5.3
CLM-2025-02525,CNT-102525,CUST-20868,CA,West,"$2,577.42 ",12/10/2025,12/11/2025,12/13/2025,1/11/2026,2,31,4,4.83,1,No,No,High,ADJ-1039,Trainee,Team Team Central,94.1,7.1
CLM-2025-02526,CNT-102526,CUST-80492,TX,South Central,,11/23/2025,11/24/2025,11/29/2025,1/2/2026,5,39,7,9.36,3,No,Yes,High,ADJ-1071,Senior,Team Beta,87.1,2.3
CLM-2025-02527,CNT-102527,CUST-73963,FL,Southeast,"$7,669.00 ",7/31/2025,8/1/2025,8/1/2025,8/30/2025,0,29,4,1.53,0,No,No,Medium,ADJ-1060,Standard,Team Team Alpha,91.6,8.8
CLM-2025-02528,CNT-102528,CUST-26363,AZ,Southwest,($721.42),2/1/2025,2/4/2025,2/5/2025,3/10/2025,1,N/A,5,4.38,1,Yes,Yes,High,ADJ-1036,Standard,Team Team Central,89.4,5.3
CLM-2025-02529,CNT-102529,CUST-14664,OR,West,"$5,203.47 ",11/24/2025,11/26/2025,11/27/2025,12/6/2025,1,10,4,4.76,0,No,Yes,Low,ADJ-1069,Standard,Team Delta,85.1,5.2
CLM-2025-02530,CNT-102530,CUST-57717,GA,Southeast,"$1,656.93 ",12/30/2025,12/30/2025,12/31/2025,1/27/2026,1,28,4,3.59,1,Yes,No,High,ADJ-1011,Trainee,Team SouthTeam West,79.5,7.2
CLM-2025-02531,CNT-102531,CUST-30289,WA,West,$494.60 ,2/22/2025,2/22/2025,2/25/2025,3/14/2025,3,20,3,4.26,1,No,No,High,ADJ-1046,Standard,Team Team Alpha,86.4,6.6
CLM-2025-01293,CNT-102532,CUST-36692,AZ,Southwest,"$16,640.53 ",2/21/2025,2/22/2025,2/26/2025,3/26/2025,4,32,3,3.82,0,No,No,Low,ADJ-1072,Trainee,Team Gamma,93.1,4.8
CLM-2025-02533,CNT-102533,CUST-75777,WA,West,$980.62 ,4/21/2025,4/23/2025,4/23/2025,4/27/2025,0,4,1,2.80,1,No,No,Medium,ADJ-1007,Standard,Team Delta,92.9,7.2
CLM-2025-02534,CNT-102534,CUST-93324,IL,Midwest,"($2,032.82)",13/32/2025,4/6/2025,4/6/2025,4/22/2025,0,16,1,1.62,0,No,No,Medium,ADJ-1027,Senior,Team Team West,92.7,6.5
CLM-2025-02535,CNT-102535,CUST-60178,WA,West,"$1,108.52 ",11/12/2025,11/14/2025,11/15/2025,12/3/2025,1,19,4,3.79,0,No,No,Low,ADJ-1076,Standard,Team Delta,97,8.1
CLM-2025-02536,CNT-102536,CUST-14624,GA,Southeast,"$1,431.07 ",4/14/2025,4/18/2025,4/19/2025,5/6/2025,1,13,3,2.90,0,No,No,Medium,ADJ-1028,Trainee,Team SouthTeam West,92.2,8.1
CLM-2025-02537,CNT-102537,CUST-44837,UT,Mountain,"$6,126.92 ",9/17/2025,9/17/2025,9/20/2025,10/19/2025,3,32,3,2.72,1,No,No,High,ADJ-1035,Senior,Team SouthTeam West,89.4,6.6
CLM-2025-02538,CNT-102538,CUST-76014,FL,Southeast,"$6,364.43 ",3/30/2025,4/3/2025,4/5/2025,5/3/2025,2,50,4,3.28,0,No,No,Low,ADJ-1046,Trainee,Team Delta,88.1,6.8
CLM-2025-02539,CNT-102539,CUST-62679,TX,South Central,"$1,210.68 ",10/9/2025,10/12/2025,10/13/2025,10/29/2025,1,17,4,4.84,2,No,No,Medium,ADJ-1033,Standard,Team Delta,86.5,N/A
CLM-2025-02540,CNT-102540,CUST-97189,CA,West,"$3,637.83 ",10/17/2025,10/18/2025,10/20/2025,11/11/2025,2,24,3,4.08,1,No,No,Low,ADJ-1021,Standard,Team Beta,95.3,6.6
CLM-2025-02541,CNT-102541,CUST-65795,OR,West,"$6,235.61 ",3/7/2025,3/7/2025,3/8/2025,3/25/2025,1,18,3,,0,No,No,Medium,ADJ-1024,Specialist,Team Beta,96.6,6.4
CLM-2025-02542,CNT-102542,CUST-63506,CA,West,"$22,936.09 ",11/18/2025,11/20/2025,11/22/2025,12/20/2025,2,30,3,4.01,0,No,No,Medium,ADJ-1048,Senior,Team Gamma,94.6,7.4
CLM-2025-02543,CNT-102543,CUST-93132,CO,Mountain,"$6,351.96 ",9/20/2025,9/20/2025,9/22/2025,10/13/2025,2,23,3,6.00,1,No,No,Medium,ADJ-1049,Standard,Team SouthTeam West,89.8,6.4
CLM-2025-02544,CNT-102544,CUST-85586,IL,Midwest,"$6,965.20 ",11/3/2025,11/4/2025,11/8/2025,11/30/2025,4,26,4,2.19,0,No,No,Medium,ADJ-1055,Standard,Team Team West,-5,6.5
CLM-2025-02545,CNT-102545,CUST-77710,IL,Midwest,"$7,993.37 ",10/4/2025,10/4/2025,10/5/2025,10/23/2025,1,-19,3,4.41,0,No,No,Medium,ADJ-1003,Senior,Team SouthTeam West,90.9,5.7
CLM-2025-02546,CNT-102546,CUST-76564,CA,West,"$5,824.81 ",5/16/2025,5/17/2025,5/19/2025,6/24/2025,2,38,8,3.99,0,Yes,No,,ADJ-1064,Standard,Team SouthTeam West,90.1,5.3
CLM-2025-02547,CNT-102547,CUST-27732,NV,Southwest,"$2,066.80 ",10/27/2025,10/31/2025,11/2/2025,11/3/2025,2,3,2,2.34,0,,No,Low,ADJ-1048,Standard,Team Team Central,94.4,7.5
CLM-2025-02548,CNT-102548,CUST-54957,TX,South Central,"$20,507.62 ",10/28/2025,10/30/2025,11/1/2025,12/8/2025,-2,39,6,3.86,1,No,No,Medium,ADJ-1063,Trainee,Team SouthTeam West,92.3,5.8
CLM-2025-02549,CNT-102549,CUST-78402,GA,Southeast,"$3,104.49 ",2/2/2025,2/2/2025,2/4/2025,2/17/2025,2,15,2,1.28,0,No,No,medium,ADJ-1038,Standard,Team Team Central,89.7,9.1
CLM-2025-02550,CNT-102550,CUST-69013,TX,South Central,"$2,494.11 ",9/10/2025,9/15/2025,9/17/2025,9/22/2025,2,7,4,4.90,2,No,No,Low,ADJ-1023,Standard,Team Echo,95,5.9
CLM-2025-02551,CNT-102551,CUST-59602,UT,Mountain,"$19,643.95 ",4/16/2025,4/19/2025,4/19/2025,6/11/2025,0,53,7,4.19,2,No,No,High,ADJ-1014,Standard,Team Echo,92.6,6.7
CLM-2025-02552,CNT-102552,CUST-79255,TX,South Central,"$1,719.29 ",3/2/2025,3/6/2025,3/9/2025,3/24/2025,3,18,6,5.13,1,No,No,Low,ADJ-1058,Standard,Team Delta,90,5.2
CLM-2025-02553,CNT-102553,CUST-45117,OR,West,"$6,912.14 ",2/25/2025,3/1/2025,3/1/2025,3/13/2025,0 days,12,3,3.44,0,No,No,Low,ADJ-1029,Standard,Team Echo,89.1,5.9
CLM-2025-02554,CNT-102554,CUST-22605,TX,South Central,"$1,134.51 ",1/21/2025,1/21/2025,1/24/2025,1/27/2025,3,6,4,2.33,1,No,,Low,ADJ-1013,Standard,Team SouthTeam West,88.9,6.1
CLM-2025-02555,CNT-102555,CUST-85914,TX,South Central,"$3,975.88 ",10/12/2025,10/12/2025,10/15/2025,11/1/2025,3,20,7,6.76,1,No,No,Low,ADJ-1050,Standard,Team Echo,94.4,N/A
CLM-2025-02556,CNT-102556,CUST-78533,NV,Southwest,"$73,071.24 ",11/10/2025,11/13/2025,11/17/2025,1/8/2026,4,56,7,3.72,0,No,No,Low,ADJ-1011,Specialist,Team SouthTeam West,87.7,6.1
CLM-2025-02557,CNT-102557,CUST-55294,NM,Southwest,"$23,120.96 ",8/24/2025,8/24/2025,8/25/2025,10/10/2025,1,47,5,2.65,1,No,No,Low,,Senior,Team SouthTeam West,88.9,6.4
CLM-2025-02558,CNT-102558,CUST-44139,NV,Southwest,"$3,508.71 ",4/14/2025,4/14/2025,4/15/2025,5/6/2025,1 days,22,6,4.57,1,No,No,High,ADJ-1041,Trainee,Team SouthTeam West,N/A,7.1
CLM-2025-02559,CNT-102559,CUST-63376,GA,Southeast,"$2,111.36 ",8/15/2025,8/18/2025,13/32/2025,9/16/2025,3,29,2,2.49,0,No,No,Low,ADJ-1045,Senior,Team Team West,92.9,6
CLM-2025-02560,CNT-102560,CUST-34943,IL,Midwest,"$5,433.59 ",3/25/2025,3/27/2025,3/27/2025,4/22/2025,0,26,2,2.98,0,No,Yes,Medium,ADJ-1036,Senior,Team Delta,93,5.9
CLM-2025-02561,CNT-102561,CUST-76702,TX,South Central,"($24,007.15)",10/21/2025,10/23/2025,10/26/2025,12/20/2025,3,58,7,5.95,3,Yes,No,High,ADJ-1012,Senior,Team Team Alpha,83.8,2.8
CLM-2025-02562,CNT-102562,CUST-80588,CA,West,"$1,555.33 ",6/12/2025,6/16/2025,6/17/2025,7/7/2025,1,21,3,3.40,0,No,No,Medium,ADJ-1033,Standard,Team Team Central,98.7,8
CLM-2025-02563,CNT-102563,CUST-36210,TX,South Central,"$1,711.14 ",8/20/2025,8/20/2025,8/22/2025,9/12/2025,2,23,4,4.25,0,Yes,No,Medium,ADJ-1020,Trainee,Team Beta,90.3,6.5
CLM-2025-02564,CNT-102564,CUST-61461,CA,West,"$2,319.12 ",7/26/2025,7/29/2025,7/30/2025,8/10/2025,1,12,2,2.96,0,No,No,Low,ADJ-1068,Senior,Team Gamma,100,6.7
CLM-2025-02565,CNT-102565,CUST-98058,AZ,Southwest,"$11,981.02 ",3/3/2025,3/4/2025,3/5/2025,4/27/2025,1,54,4,3.05,1,No,No,High,ADJ-1052,Senior,Team Team Alpha,94.5,5.6
CLM-2025-02566,CNT-102566,CUST-29352,AZ,Southwest,"$12,789.92 ",11/9/2025,11/9/2025,,1/6/2026,4,58,6,4.81,0,No,No,High,ADJ-1056,Specialist,Team SouthTeam West,94.9,5.2
CLM-2025-02567,CNT-102567,CUST-38459,CA,West,$582.51 ,4/13/2025,4/15/2025,4/17/2025,4/25/2025,2,10,2,2.75,0,No,No,Low,ADJ-1035,Standard,Team Team Alpha,95,7.2
CLM-2025-02568,CNT-102568,CUST-15708,TX,South Central,"$7,226.24 ",11/10/2025,11/13/2025,11/16/2025,12/6/2025,3,23,5,5.73,2,No,No,Medium,ADJ-1016,Senior,Team Beta,87.8,5.9
CLM-2025-02569,CNT-102569,CUST-99381,AZ,Southwest,"$1,212.16 ",4/20/2025,4/20/2025,4/22/2025,5/12/2025,2,22,6,3.94,1,No,No,Low,ADJ-1078,Standard,Team Delta,95.2,6.3
CLM-2025-02570,CNT-102570,CUST-45170,CO,Mountain,"$5,983.22 ",5/1/2025,5/2/2025,5/2/2025,5/29/2025,0,27,5,1.95,0,Yes,No,Medium,ADJ-1053,Standard,Team Beta,84,7.3
CLM-2025-02571,CNT-102571,CUST-40362,OR,West,"$1,862.73 ",1/27/2025,1/27/2025,1/30/2025,2/8/2025,3,12,3,4.02,0,Yes,No,Low,ADJ-1037,Standard,Team Echo,88.2,6.7
CLM-2025-02572,CNT-102572,CUST-22849,CA,West,"$9,993.64 ",8/7/2025,8/9/2025,8/9/2025,9/5/2025,0,,3,2.10,1,No,No,Low,ADJ-1038,Standard,Team Team Central,88.6,8.4
CLM-2025-02573,CNT-102573,CUST-56295,CA,West,$755.28 ,13/32/2025,8/13/2025,8/14/2025,8/29/2025,1,16,4,3.34,0,Yes,Yes,Low,ADJ-1080,Specialist,Team Echo,88.5,6
CLM-2025-02574,CNT-102574,CUST-10787,AZ,Southwest,"$4,890.31 ",12/14/2025,12/15/2025,12/17/2025,1/7/2026,2,23,5,2.97,0,No,No,Medium,ADJ-1026,Senior,Team Gamma,90.5,5.9
